,avg_drop,avg_gross,best_gross,best_movie,best_pcttotal,month,month_name,num_movies,pctyr_totalgross,total_tickets,year
544,-51.2%,$39.4,$109.4,The 40-Year-Old Virgin,21.3%,10,AUGUST,13,6.0%,$512.7,2005
545,-44.9%,$72.2,$209.3,Wedding Crashers,22.3%,10,JULY,13,11.1%,$938.0,2005
546,-51.9%,$73.9,$234.3,War of the Worlds,24.4%,10,JUNE,13,11.3%,$960.2,2005
547,-44.9%,$103.1,$380.3,Revenge of the Sith,36.9%,10,MAY,10,12.2%,"$1,030.8",2005
548,-44.0%,$42.0,$74.1,Sin City,16.0%,10,APRIL,11,5.5%,$462.5,2005
549,-49.4%,$53.9,$128.2,Robots,21.6%,10,MARCH,11,7.0%,$593.2,2005
550,-43.3%,$46.8,$179.5,Hitch,34.9%,10,FEBRUARY,11,6.1%,$514.9,2005
551,-32.8%,$45.1,$82.7,Are We There Yet?,14.1%,10,JANUARY,13,6.9%,$586.9,2005
552,21.0%,$84.2,$291.7,The Chronicles of Narnia,28.9%,11,DECEMBER,12,11.9%,"$1,011.0",2005
553,-45.0%,$61.2,$290.0,Harry Potter / Goblet of Fire,31.6%,11,NOVEMBER,15,10.8%,$918.4,2005
554,-45.5%,$27.2,$87.0,Saw II,18.8%,11,OCTOBER,17,5.5%,$462.7,2005
555,-42.9%,$27.0,$89.7,Flightplan,18.4%,11,SEPTEMBER,18,5.7%,$486.4,2005
556,-51.2%,$39.4,$109.4,The 40-Year-Old Virgin,21.3%,11,AUGUST,13,6.0%,$512.7,2005
557,-44.9%,$72.2,$209.3,Wedding Crashers,22.3%,11,JULY,13,11.1%,$938.0,2005
558,-51.9%,$73.9,$234.3,War of the Worlds,24.4%,11,JUNE,13,11.3%,$960.2,2005
559,-44.9%,$103.1,$380.3,Revenge of the Sith,36.9%,11,MAY,10,12.2%,"$1,030.8",2005
560,-44.0%,$42.0,$74.1,Sin City,16.0%,11,APRIL,11,5.5%,$462.5,2005
561,-49.4%,$53.9,$128.2,Robots,21.6%,11,MARCH,11,7.0%,$593.2,2005
562,-43.3%,$46.8,$179.5,Hitch,34.9%,11,FEBRUARY,11,6.1%,$514.9,2005
563,-32.8%,$45.1,$82.7,Are We There Yet?,14.1%,11,JANUARY,13,6.9%,$586.9,2005
564,21.0%,$84.2,$291.7,The Chronicles of Narnia,28.9%,12,DECEMBER,12,11.9%,"$1,011.0",2005
565,-45.0%,$61.2,$290.0,Harry Potter / Goblet of Fire,31.6%,12,NOVEMBER,15,10.8%,$918.4,2005
566,-45.5%,$27.2,$87.0,Saw II,18.8%,12,OCTOBER,17,5.5%,$462.7,2005
567,-42.9%,$27.0,$89.7,Flightplan,18.4%,12,SEPTEMBER,18,5.7%,$486.4,2005
568,-51.2%,$39.4,$109.4,The 40-Year-Old Virgin,21.3%,12,AUGUST,13,6.0%,$512.7,2005
569,-44.9%,$72.2,$209.3,Wedding Crashers,22.3%,12,JULY,13,11.1%,$938.0,2005
570,-51.9%,$73.9,$234.3,War of the Worlds,24.4%,12,JUNE,13,11.3%,$960.2,2005
571,-44.9%,$103.1,$380.3,Revenge of the Sith,36.9%,12,MAY,10,12.2%,"$1,030.8",2005
572,-44.0%,$42.0,$74.1,Sin City,16.0%,12,APRIL,11,5.5%,$462.5,2005
573,-49.4%,$53.9,$128.2,Robots,21.6%,12,MARCH,11,7.0%,$593.2,2005
574,-43.3%,$46.8,$179.5,Hitch,34.9%,12,FEBRUARY,11,6.1%,$514.9,2005
575,-32.8%,$45.1,$82.7,Are We There Yet?,14.1%,12,JANUARY,13,6.9%,$586.9,2005
576,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,1,DECEMBER,16,12.2%,"$1,102.9",2006
577,-39.0%,$51.8,$198.0,Happy Feet,21.2%,1,NOVEMBER,18,10.3%,$932.1,2006
578,-46.3%,$39.8,$132.4,The Departed,25.6%,1,OCTOBER,13,5.7%,$517.3,2006
579,-48.6%,$28.4,$85.1,Open Season,16.7%,1,SEPTEMBER,18,5.7%,$511.0,2006
580,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,1,AUGUST,16,7.4%,$666.9,2006
581,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,1,JULY,10,9.5%,$852.8,2006
582,-49.2%,$95.4,$244.1,Cars,21.3%,1,JUNE,12,12.7%,"$1,144.7",2006
583,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,1,MAY,11,9.6%,$866.0,2006
584,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,1,APRIL,15,5.9%,$529.8,2006
585,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,1,MARCH,18,8.4%,$753.0,2006
586,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,1,FEBRUARY,13,6.1%,$551.7,2006
587,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,1,JANUARY,17,6.4%,$578.8,2006
588,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,2,DECEMBER,16,12.2%,"$1,102.9",2006
589,-39.0%,$51.8,$198.0,Happy Feet,21.2%,2,NOVEMBER,18,10.3%,$932.1,2006
590,-46.3%,$39.8,$132.4,The Departed,25.6%,2,OCTOBER,13,5.7%,$517.3,2006
591,-48.6%,$28.4,$85.1,Open Season,16.7%,2,SEPTEMBER,18,5.7%,$511.0,2006
592,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,2,AUGUST,16,7.4%,$666.9,2006
593,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,2,JULY,10,9.5%,$852.8,2006
594,-49.2%,$95.4,$244.1,Cars,21.3%,2,JUNE,12,12.7%,"$1,144.7",2006
595,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,2,MAY,11,9.6%,$866.0,2006
596,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,2,APRIL,15,5.9%,$529.8,2006
597,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,2,MARCH,18,8.4%,$753.0,2006
598,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,2,FEBRUARY,13,6.1%,$551.7,2006
599,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,2,JANUARY,17,6.4%,$578.8,2006
600,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,3,DECEMBER,16,12.2%,"$1,102.9",2006
601,-39.0%,$51.8,$198.0,Happy Feet,21.2%,3,NOVEMBER,18,10.3%,$932.1,2006
602,-46.3%,$39.8,$132.4,The Departed,25.6%,3,OCTOBER,13,5.7%,$517.3,2006
603,-48.6%,$28.4,$85.1,Open Season,16.7%,3,SEPTEMBER,18,5.7%,$511.0,2006
604,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,3,AUGUST,16,7.4%,$666.9,2006
605,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,3,JULY,10,9.5%,$852.8,2006
606,-49.2%,$95.4,$244.1,Cars,21.3%,3,JUNE,12,12.7%,"$1,144.7",2006
607,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,3,MAY,11,9.6%,$866.0,2006
608,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,3,APRIL,15,5.9%,$529.8,2006
609,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,3,MARCH,18,8.4%,$753.0,2006
610,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,3,FEBRUARY,13,6.1%,$551.7,2006
611,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,3,JANUARY,17,6.4%,$578.8,2006
612,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,4,DECEMBER,16,12.2%,"$1,102.9",2006
613,-39.0%,$51.8,$198.0,Happy Feet,21.2%,4,NOVEMBER,18,10.3%,$932.1,2006
614,-46.3%,$39.8,$132.4,The Departed,25.6%,4,OCTOBER,13,5.7%,$517.3,2006
615,-48.6%,$28.4,$85.1,Open Season,16.7%,4,SEPTEMBER,18,5.7%,$511.0,2006
616,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,4,AUGUST,16,7.4%,$666.9,2006
617,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,4,JULY,10,9.5%,$852.8,2006
618,-49.2%,$95.4,$244.1,Cars,21.3%,4,JUNE,12,12.7%,"$1,144.7",2006
619,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,4,MAY,11,9.6%,$866.0,2006
620,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,4,APRIL,15,5.9%,$529.8,2006
621,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,4,MARCH,18,8.4%,$753.0,2006
622,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,4,FEBRUARY,13,6.1%,$551.7,2006
623,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,4,JANUARY,17,6.4%,$578.8,2006
624,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,5,DECEMBER,16,12.2%,"$1,102.9",2006
625,-39.0%,$51.8,$198.0,Happy Feet,21.2%,5,NOVEMBER,18,10.3%,$932.1,2006
626,-46.3%,$39.8,$132.4,The Departed,25.6%,5,OCTOBER,13,5.7%,$517.3,2006
627,-48.6%,$28.4,$85.1,Open Season,16.7%,5,SEPTEMBER,18,5.7%,$511.0,2006
628,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,5,AUGUST,16,7.4%,$666.9,2006
629,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,5,JULY,10,9.5%,$852.8,2006
630,-49.2%,$95.4,$244.1,Cars,21.3%,5,JUNE,12,12.7%,"$1,144.7",2006
631,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,5,MAY,11,9.6%,$866.0,2006
632,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,5,APRIL,15,5.9%,$529.8,2006
633,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,5,MARCH,18,8.4%,$753.0,2006
634,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,5,FEBRUARY,13,6.1%,$551.7,2006
635,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,5,JANUARY,17,6.4%,$578.8,2006
636,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,6,DECEMBER,16,12.2%,"$1,102.9",2006
637,-39.0%,$51.8,$198.0,Happy Feet,21.2%,6,NOVEMBER,18,10.3%,$932.1,2006
638,-46.3%,$39.8,$132.4,The Departed,25.6%,6,OCTOBER,13,5.7%,$517.3,2006
639,-48.6%,$28.4,$85.1,Open Season,16.7%,6,SEPTEMBER,18,5.7%,$511.0,2006
640,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,6,AUGUST,16,7.4%,$666.9,2006
641,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,6,JULY,10,9.5%,$852.8,2006
642,-49.2%,$95.4,$244.1,Cars,21.3%,6,JUNE,12,12.7%,"$1,144.7",2006
643,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,6,MAY,11,9.6%,$866.0,2006
644,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,6,APRIL,15,5.9%,$529.8,2006
645,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,6,MARCH,18,8.4%,$753.0,2006
646,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,6,FEBRUARY,13,6.1%,$551.7,2006
647,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,6,JANUARY,17,6.4%,$578.8,2006
648,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,7,DECEMBER,16,12.2%,"$1,102.9",2006
649,-39.0%,$51.8,$198.0,Happy Feet,21.2%,7,NOVEMBER,18,10.3%,$932.1,2006
650,-46.3%,$39.8,$132.4,The Departed,25.6%,7,OCTOBER,13,5.7%,$517.3,2006
651,-48.6%,$28.4,$85.1,Open Season,16.7%,7,SEPTEMBER,18,5.7%,$511.0,2006
652,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,7,AUGUST,16,7.4%,$666.9,2006
653,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,7,JULY,10,9.5%,$852.8,2006
654,-49.2%,$95.4,$244.1,Cars,21.3%,7,JUNE,12,12.7%,"$1,144.7",2006
655,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,7,MAY,11,9.6%,$866.0,2006
656,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,7,APRIL,15,5.9%,$529.8,2006
657,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,7,MARCH,18,8.4%,$753.0,2006
658,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,7,FEBRUARY,13,6.1%,$551.7,2006
659,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,7,JANUARY,17,6.4%,$578.8,2006
660,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,8,DECEMBER,16,12.2%,"$1,102.9",2006
661,-39.0%,$51.8,$198.0,Happy Feet,21.2%,8,NOVEMBER,18,10.3%,$932.1,2006
662,-46.3%,$39.8,$132.4,The Departed,25.6%,8,OCTOBER,13,5.7%,$517.3,2006
663,-48.6%,$28.4,$85.1,Open Season,16.7%,8,SEPTEMBER,18,5.7%,$511.0,2006
664,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,8,AUGUST,16,7.4%,$666.9,2006
665,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,8,JULY,10,9.5%,$852.8,2006
666,-49.2%,$95.4,$244.1,Cars,21.3%,8,JUNE,12,12.7%,"$1,144.7",2006
667,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,8,MAY,11,9.6%,$866.0,2006
668,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,8,APRIL,15,5.9%,$529.8,2006
669,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,8,MARCH,18,8.4%,$753.0,2006
670,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,8,FEBRUARY,13,6.1%,$551.7,2006
671,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,8,JANUARY,17,6.4%,$578.8,2006
672,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,9,DECEMBER,16,12.2%,"$1,102.9",2006
673,-39.0%,$51.8,$198.0,Happy Feet,21.2%,9,NOVEMBER,18,10.3%,$932.1,2006
674,-46.3%,$39.8,$132.4,The Departed,25.6%,9,OCTOBER,13,5.7%,$517.3,2006
675,-48.6%,$28.4,$85.1,Open Season,16.7%,9,SEPTEMBER,18,5.7%,$511.0,2006
676,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,9,AUGUST,16,7.4%,$666.9,2006
677,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,9,JULY,10,9.5%,$852.8,2006
678,-49.2%,$95.4,$244.1,Cars,21.3%,9,JUNE,12,12.7%,"$1,144.7",2006
679,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,9,MAY,11,9.6%,$866.0,2006
680,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,9,APRIL,15,5.9%,$529.8,2006
681,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,9,MARCH,18,8.4%,$753.0,2006
682,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,9,FEBRUARY,13,6.1%,$551.7,2006
683,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,9,JANUARY,17,6.4%,$578.8,2006
684,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,10,DECEMBER,16,12.2%,"$1,102.9",2006
685,-39.0%,$51.8,$198.0,Happy Feet,21.2%,10,NOVEMBER,18,10.3%,$932.1,2006
686,-46.3%,$39.8,$132.4,The Departed,25.6%,10,OCTOBER,13,5.7%,$517.3,2006
687,-48.6%,$28.4,$85.1,Open Season,16.7%,10,SEPTEMBER,18,5.7%,$511.0,2006
688,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,10,AUGUST,16,7.4%,$666.9,2006
689,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,10,JULY,10,9.5%,$852.8,2006
690,-49.2%,$95.4,$244.1,Cars,21.3%,10,JUNE,12,12.7%,"$1,144.7",2006
691,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,10,MAY,11,9.6%,$866.0,2006
692,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,10,APRIL,15,5.9%,$529.8,2006
693,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,10,MARCH,18,8.4%,$753.0,2006
694,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,10,FEBRUARY,13,6.1%,$551.7,2006
695,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,10,JANUARY,17,6.4%,$578.8,2006
696,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,11,DECEMBER,16,12.2%,"$1,102.9",2006
697,-39.0%,$51.8,$198.0,Happy Feet,21.2%,11,NOVEMBER,18,10.3%,$932.1,2006
698,-46.3%,$39.8,$132.4,The Departed,25.6%,11,OCTOBER,13,5.7%,$517.3,2006
699,-48.6%,$28.4,$85.1,Open Season,16.7%,11,SEPTEMBER,18,5.7%,$511.0,2006
700,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,11,AUGUST,16,7.4%,$666.9,2006
701,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,11,JULY,10,9.5%,$852.8,2006
702,-49.2%,$95.4,$244.1,Cars,21.3%,11,JUNE,12,12.7%,"$1,144.7",2006
703,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,11,MAY,11,9.6%,$866.0,2006
704,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,11,APRIL,15,5.9%,$529.8,2006
705,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,11,MARCH,18,8.4%,$753.0,2006
706,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,11,FEBRUARY,13,6.1%,$551.7,2006
707,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,11,JANUARY,17,6.4%,$578.8,2006
708,-30.3%,$68.9,$250.9,Night at the Museum,22.7%,12,DECEMBER,16,12.2%,"$1,102.9",2006
709,-39.0%,$51.8,$198.0,Happy Feet,21.2%,12,NOVEMBER,18,10.3%,$932.1,2006
710,-46.3%,$39.8,$132.4,The Departed,25.6%,12,OCTOBER,13,5.7%,$517.3,2006
711,-48.6%,$28.4,$85.1,Open Season,16.7%,12,SEPTEMBER,18,5.7%,$511.0,2006
712,-41.9%,$41.7,$148.2,Talladega Nights,22.2%,12,AUGUST,16,7.4%,$666.9,2006
713,-53.5%,$85.3,$423.3,Dead Man's Chest,49.6%,12,JULY,10,9.5%,$852.8,2006
714,-49.2%,$95.4,$244.1,Cars,21.3%,12,JUNE,12,12.7%,"$1,144.7",2006
715,-48.4%,$78.7,$234.4,X-Men: The Last Stand,27.1%,12,MAY,11,9.6%,$866.0,2006
716,-44.2%,$35.3,$90.7,Scary Movie 4,17.1%,12,APRIL,15,5.9%,$529.8,2006
717,-51.2%,$41.8,$195.3,Ice Age 2,25.9%,12,MARCH,18,8.4%,$753.0,2006
718,-43.4%,$42.4,$82.2,The Pink Panther (2006),14.9%,12,FEBRUARY,13,6.1%,$551.7,2006
719,-40.1%,$34.0,$70.2,Big Momma's House 2,12.1%,12,JANUARY,17,6.4%,$578.8,2006
720,-19.7%,$93.7,$256.4,I Am Legend,21.1%,1,DECEMBER,13,13.1%,"$1,217.7",2007
721,-45.4%,$52.3,$130.2,American Gangster,15.6%,1,NOVEMBER,16,9.0%,$836.8,2007
722,-48.7%,$21.9,$63.3,Saw IV,13.8%,1,OCTOBER,21,4.9%,$459.0,2007
723,-47.6%,$28.9,$90.6,The Game Plan,22.4%,1,SEPTEMBER,14,4.3%,$404.2,2007
724,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,1,AUGUST,20,9.0%,$836.0,2007
725,-51.2%,$105.5,$319.2,Transformers,27.5%,1,JULY,11,12.4%,"$1,160.6",2007
726,-46.9%,$72.4,$206.4,Ratatouille,19.0%,1,JUNE,15,11.6%,"$1,085.6",2007
727,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,1,MAY,9,11.2%,"$1,040.4",2007
728,-52.6%,$20.7,$80.2,Disturbia,20.4%,1,APRIL,19,4.2%,$392.7,2007
729,-48.4%,$52.5,$210.6,300,23.6%,1,MARCH,17,9.6%,$893.2,2007
730,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,1,FEBRUARY,15,6.6%,$617.5,2007
731,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,1,JANUARY,17,4.1%,$384.0,2007
732,-19.7%,$93.7,$256.4,I Am Legend,21.1%,2,DECEMBER,13,13.1%,"$1,217.7",2007
733,-45.4%,$52.3,$130.2,American Gangster,15.6%,2,NOVEMBER,16,9.0%,$836.8,2007
734,-48.7%,$21.9,$63.3,Saw IV,13.8%,2,OCTOBER,21,4.9%,$459.0,2007
735,-47.6%,$28.9,$90.6,The Game Plan,22.4%,2,SEPTEMBER,14,4.3%,$404.2,2007
736,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,2,AUGUST,20,9.0%,$836.0,2007
737,-51.2%,$105.5,$319.2,Transformers,27.5%,2,JULY,11,12.4%,"$1,160.6",2007
738,-46.9%,$72.4,$206.4,Ratatouille,19.0%,2,JUNE,15,11.6%,"$1,085.6",2007
739,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,2,MAY,9,11.2%,"$1,040.4",2007
740,-52.6%,$20.7,$80.2,Disturbia,20.4%,2,APRIL,19,4.2%,$392.7,2007
741,-48.4%,$52.5,$210.6,300,23.6%,2,MARCH,17,9.6%,$893.2,2007
742,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,2,FEBRUARY,15,6.6%,$617.5,2007
743,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,2,JANUARY,17,4.1%,$384.0,2007
744,-19.7%,$93.7,$256.4,I Am Legend,21.1%,3,DECEMBER,13,13.1%,"$1,217.7",2007
745,-45.4%,$52.3,$130.2,American Gangster,15.6%,3,NOVEMBER,16,9.0%,$836.8,2007
746,-48.7%,$21.9,$63.3,Saw IV,13.8%,3,OCTOBER,21,4.9%,$459.0,2007
747,-47.6%,$28.9,$90.6,The Game Plan,22.4%,3,SEPTEMBER,14,4.3%,$404.2,2007
748,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,3,AUGUST,20,9.0%,$836.0,2007
749,-51.2%,$105.5,$319.2,Transformers,27.5%,3,JULY,11,12.4%,"$1,160.6",2007
750,-46.9%,$72.4,$206.4,Ratatouille,19.0%,3,JUNE,15,11.6%,"$1,085.6",2007
751,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,3,MAY,9,11.2%,"$1,040.4",2007
752,-52.6%,$20.7,$80.2,Disturbia,20.4%,3,APRIL,19,4.2%,$392.7,2007
753,-48.4%,$52.5,$210.6,300,23.6%,3,MARCH,17,9.6%,$893.2,2007
754,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,3,FEBRUARY,15,6.6%,$617.5,2007
755,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,3,JANUARY,17,4.1%,$384.0,2007
756,-19.7%,$93.7,$256.4,I Am Legend,21.1%,4,DECEMBER,13,13.1%,"$1,217.7",2007
757,-45.4%,$52.3,$130.2,American Gangster,15.6%,4,NOVEMBER,16,9.0%,$836.8,2007
758,-48.7%,$21.9,$63.3,Saw IV,13.8%,4,OCTOBER,21,4.9%,$459.0,2007
759,-47.6%,$28.9,$90.6,The Game Plan,22.4%,4,SEPTEMBER,14,4.3%,$404.2,2007
760,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,4,AUGUST,20,9.0%,$836.0,2007
761,-51.2%,$105.5,$319.2,Transformers,27.5%,4,JULY,11,12.4%,"$1,160.6",2007
762,-46.9%,$72.4,$206.4,Ratatouille,19.0%,4,JUNE,15,11.6%,"$1,085.6",2007
763,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,4,MAY,9,11.2%,"$1,040.4",2007
764,-52.6%,$20.7,$80.2,Disturbia,20.4%,4,APRIL,19,4.2%,$392.7,2007
765,-48.4%,$52.5,$210.6,300,23.6%,4,MARCH,17,9.6%,$893.2,2007
766,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,4,FEBRUARY,15,6.6%,$617.5,2007
767,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,4,JANUARY,17,4.1%,$384.0,2007
768,-19.7%,$93.7,$256.4,I Am Legend,21.1%,5,DECEMBER,13,13.1%,"$1,217.7",2007
769,-45.4%,$52.3,$130.2,American Gangster,15.6%,5,NOVEMBER,16,9.0%,$836.8,2007
770,-48.7%,$21.9,$63.3,Saw IV,13.8%,5,OCTOBER,21,4.9%,$459.0,2007
771,-47.6%,$28.9,$90.6,The Game Plan,22.4%,5,SEPTEMBER,14,4.3%,$404.2,2007
772,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,5,AUGUST,20,9.0%,$836.0,2007
773,-51.2%,$105.5,$319.2,Transformers,27.5%,5,JULY,11,12.4%,"$1,160.6",2007
774,-46.9%,$72.4,$206.4,Ratatouille,19.0%,5,JUNE,15,11.6%,"$1,085.6",2007
775,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,5,MAY,9,11.2%,"$1,040.4",2007
776,-52.6%,$20.7,$80.2,Disturbia,20.4%,5,APRIL,19,4.2%,$392.7,2007
777,-48.4%,$52.5,$210.6,300,23.6%,5,MARCH,17,9.6%,$893.2,2007
778,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,5,FEBRUARY,15,6.6%,$617.5,2007
779,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,5,JANUARY,17,4.1%,$384.0,2007
780,-19.7%,$93.7,$256.4,I Am Legend,21.1%,6,DECEMBER,13,13.1%,"$1,217.7",2007
781,-45.4%,$52.3,$130.2,American Gangster,15.6%,6,NOVEMBER,16,9.0%,$836.8,2007
782,-48.7%,$21.9,$63.3,Saw IV,13.8%,6,OCTOBER,21,4.9%,$459.0,2007
783,-47.6%,$28.9,$90.6,The Game Plan,22.4%,6,SEPTEMBER,14,4.3%,$404.2,2007
784,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,6,AUGUST,20,9.0%,$836.0,2007
785,-51.2%,$105.5,$319.2,Transformers,27.5%,6,JULY,11,12.4%,"$1,160.6",2007
786,-46.9%,$72.4,$206.4,Ratatouille,19.0%,6,JUNE,15,11.6%,"$1,085.6",2007
787,-53.4%,$115.6,$336.5,Spider-Man 3,32.3%,6,MAY,9,11.2%,"$1,040.4",2007
788,-52.6%,$20.7,$80.2,Disturbia,20.4%,6,APRIL,19,4.2%,$392.7,2007
789,-48.4%,$52.5,$210.6,300,23.6%,6,MARCH,17,9.6%,$893.2,2007
790,-46.5%,$41.2,$115.8,Ghost Rider,18.8%,6,FEBRUARY,15,6.6%,$617.5,2007
791,-46.5%,$22.6,$61.4,Stomp the Yard,16.0%,6,JANUARY,17,4.1%,$384.0,2007
792,-19.7%,$93.7,$256.4,I Am Legend,21.1%,7,DECEMBER,13,13.1%,"$1,217.7",2007
793,-45.4%,$52.3,$130.2,American Gangster,15.6%,7,NOVEMBER,16,9.0%,$836.8,2007
794,-48.7%,$21.9,$63.3,Saw IV,13.8%,7,OCTOBER,21,4.9%,$459.0,2007
795,-47.6%,$28.9,$90.6,The Game Plan,22.4%,7,SEPTEMBER,14,4.3%,$404.2,2007
796,-52.4%,$41.8,$227.5,The Bourne Ultimatum,27.2%,7,AUGUST,20,9.0%,$836.0,2007
797,-51.2%,$105.5,$319.2,Transformers,27.5%,7,JULY,11,12.4%,"$1,160.6",2007
798,-46.9%,$72.4,$206.4,Ratatouille,19.0%,7,JUNE,15,11.6%,"$1,085.6",2007
