,month,season,year,rank,movie_title,prodco,total_gross,numtheaters,open_tickets,opentheaters,startdate,enddate
1605,2,Spring,2012,8,Ghost Rider: Spirit of Vengeance,Sony,"$51,774,002","3,174","$22,115,334","3,174",2/17,5/10
1606,2,Spring,2012,9,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,"$43,456,382","2,655","$22,469,932","2,655",2/10,5/28
1607,2,Spring,2012,10,Tyler Perry's Good Deeds,LGF,"$35,025,791","2,132","$15,583,924","2,132",2/24,5/17
1608,2,Spring,2012,11,Big Miracle,Uni.,"$20,157,300","2,133","$7,760,205","2,129",2/3,4/5
1609,2,Spring,2012,12,The Secret World of Arrietty,BV,"$19,202,743","1,522","$6,446,395","1,522",2/17,6/7
1610,2,Spring,2012,13,Wanderlust,Uni.,"$17,450,535","2,002","$6,526,650","2,002",2/24,4/5
1611,2,Spring,2012,14,Gone,LG/S,"$11,682,205","2,186","$4,770,360","2,186",2/24,4/12
1612,3,Spring,2012,1,The Hunger Games,LGF,"$408,010,692","4,137","$152,535,747","4,137",3/23,9/6
1613,3,Spring,2012,2,Dr. Seuss' The Lorax,Uni.,"$214,030,500","3,769","$70,217,070","3,729",3/2,7/26
1614,3,Spring,2012,3,21 Jump Street,Sony,"$138,447,667","3,148","$36,302,612","3,121",3/16,7/1
1615,3,Spring,2012,4,Wrath of the Titans,WB,"$83,670,083","3,545","$33,457,188","3,545",3/30,6/28
1616,3,Spring,2012,5,John Carter,BV,"$73,078,100","3,749","$30,180,188","3,749",3/9,6/28
1617,3,Spring,2012,6,Mirror Mirror,Rela.,"$64,935,167","3,618","$18,132,085","3,603",3/30,8/16
1618,3,Spring,2012,7,Project X,WB,"$54,731,865","3,055","$21,051,363","3,055",3/2,5/17
1619,3,Spring,2012,8,A Thousand Words,P/DW,"$18,450,127","1,895","$6,176,280","1,890",3/9,5/31
1620,3,Spring,2012,9,Silent House,ORF,"$12,754,783","2,124","$6,661,234","2,124",3/9,5/3
1621,3,Spring,2012,10,Friends with Kids,RAtt.,"$7,251,073",640,"$2,019,083",369,3/16,6/14
1622,4,Spring,2012,1,Think Like a Man,SGem,"$91,547,205","2,052","$33,636,303","2,015",4/20,7/8
1623,4,Spring,2012,2,The Lucky One,WB,"$60,457,138","3,175","$22,518,358","3,155",4/20,7/19
1624,4,Spring,2012,3,Titanic 3D,Par.,"$57,884,114","3,674","$17,285,453","2,674",4/4,6/7
1625,4,Spring,2012,4,American Reunion,Uni.,"$57,011,521","3,203","$21,514,080","3,192",4/6,5/31
1626,4,Spring,2012,5,The Three Stooges,Fox,"$44,338,224","3,482","$17,010,125","3,477",4/13,8/16
1627,4,Spring,2012,6,The Cabin in the Woods,LGF,"$42,073,277","2,811","$14,743,614","2,811",4/13,7/12
1628,4,Spring,2012,7,The Pirates! Band of Misfits,Sony,"$31,051,126","3,358","$11,137,734","3,358",4/27,8/5
1629,4,Spring,2012,8,Chimpanzee,BV,"$28,972,764","1,567","$10,673,748","1,563",4/20,8/9
1630,4,Spring,2012,9,The Five-Year Engagement,Uni.,"$28,835,528","2,941","$10,610,060","2,936",4/27,6/21
1631,4,Spring,2012,10,Safe (2012),LGF,"$17,142,080","2,271","$7,892,539","2,266",4/27,6/21
1632,4,Spring,2012,11,The Raven,Rela.,"$16,008,272","2,209","$7,289,642","2,203",4/27,7/12
1633,4,Spring,2012,12,Lockout,FD,"$14,326,864","2,335","$6,231,836","2,308",4/13,5/24
1634,4,Spring,2012,13,The Raid: Redemption,SPC,"$4,105,187",881,"$213,785",14,4/13,7/12
1635,5,Summer,2012,1,Marvel's The Avengers,BV,"$623,357,910","4,349","$207,438,708","4,349",5/4,10/4
1636,5,Summer,2012,2,MIB 3,Sony,"$179,020,854","4,248","$54,592,779","4,248",5/25,9/9
1637,5,Summer,2012,3,Dark Shadows,WB,"$79,727,149","3,755","$29,685,274","3,755",5/11,8/16
1638,5,Summer,2012,4,Battleship,Uni.,"$65,422,625","3,702","$25,534,825","3,690",5/18,8/2
1639,5,Summer,2012,5,The Dictator,Par.,"$59,650,222","3,014","$17,435,092","3,008",5/16,7/26
1640,5,Summer,2012,6,The Best Exotic Marigold Hotel,FoxS,"$46,412,041","1,298","$737,051",27,5/25,10/25
1641,5,Summer,2012,7,What to Expect When You're Expecting,LGF,"$41,152,203","3,021","$10,547,068","3,021",5/18,8/2
1642,5,Summer,2012,8,Chernobyl Diaries,WB,"$18,119,640","2,433","$7,955,307","2,433",5/25,7/19
1643,6,Summer,2012,1,Brave,BV,"$237,283,207","4,164","$66,323,594","4,164",6/22,1/17
1644,6,Summer,2012,2,Ted,Uni.,"$218,815,487","3,303","$54,415,205","3,239",6/29,10/25
1645,6,Summer,2012,3,Madagascar 3: Europe's Most Wanted,P/DW,"$216,391,482","4,263","$60,316,738","4,258",6/8,10/18
1646,6,Summer,2012,4,Snow White and the Huntsman,Uni.,"$155,332,381","3,777","$56,217,700","3,773",6/1,9/6
1647,6,Summer,2012,5,Prometheus,Fox,"$126,477,084","3,442","$51,050,101","3,396",6/8,9/20
1648,6,Summer,2012,6,Magic Mike,WB,"$113,721,571","3,120","$39,127,170","2,930",6/29,9/27
1649,6,Summer,2012,7,Tyler Perry's Madea's Witness Protection,LGF,"$65,653,242","2,161","$25,390,575","2,161",6/29,9/20
1650,6,Summer,2012,8,Moonrise Kingdom,Focus,"$45,512,466",924,"$522,996",4,6/29,11/1
1651,6,Summer,2012,9,Rock of Ages,WB (NL),"$38,518,613","3,470","$14,437,269","3,470",6/15,8/16
1652,6,Summer,2012,10,Abraham Lincoln: Vampire Hunter,Fox,"$37,519,139","3,109","$16,306,974","3,108",6/22,9/20
1653,6,Summer,2012,11,That's My Boy,Sony,"$36,931,089","3,030","$13,453,714","3,030",6/15,7/22
1654,6,Summer,2012,12,People Like Us,BV,"$12,434,778","2,055","$4,255,423","2,055",6/29,8/30
1655,6,Summer,2012,13,Seeking a Friend for the End of the World,Focus,"$7,078,738","1,625","$3,822,803","1,625",6/22,7/5
1656,6,Summer,2012,14,For Greater Glory,ArcEnt,"$5,672,846",757,"$1,885,608",757,6/1,8/16
1657,7,Summer,2012,1,The Dark Knight Rises,WB,"$448,139,099","4,404","$160,887,295","4,404",7/20,12/13
1658,7,Summer,2012,2,The Amazing Spider-Man,Sony,"$262,030,663","4,318","$62,004,688","4,318",7/3,10/14
1659,7,Summer,2012,3,Ice Age: Continental Drift,Fox,"$161,321,843","3,886","$46,629,259","3,881",7/13,2/7
1660,7,Summer,2012,4,Savages (2012),Uni.,"$47,382,068","2,635","$16,016,910","2,628",7/6,9/6
1661,7,Summer,2012,5,The Watch,Fox,"$35,353,000","3,168","$12,750,297","3,168",7/27,10/18
1662,7,Summer,2012,6,Step Up Revolution,LG/S,"$35,074,677","2,606","$11,731,708","2,567",7/27,10/4
1663,7,Summer,2012,7,Katy Perry: Part of Me,Par.,"$25,326,071","2,732","$7,138,266","2,730",7/5,8/30
1664,7,Summer,2012,8,To Rome with Love,SPC,"$16,685,867",806,"$361,359",5,7/6,11/15
1665,8,Fall,2012,1,The Bourne Legacy,Uni.,"$113,203,870","3,753","$38,142,825","3,745",8/10,11/8
1666,8,Fall,2012,2,The Campaign,WB,"$86,907,746","3,302","$26,588,460","3,205",8/10,11/22
1667,8,Fall,2012,3,The Expendables 2,LGF,"$85,028,192","3,355","$28,591,370","3,316",8/17,11/22
1668,8,Fall,2012,4,Hope Springs,Sony,"$63,536,011","2,441","$14,650,121","2,361",8/8,10/21
1669,8,Fall,2012,5,Total Recall (2012),Sony,"$58,877,969","3,601","$25,577,758","3,601",8/3,10/7
1670,8,Fall,2012,6,ParaNorman,Focus,"$56,003,051","3,455","$14,087,050","3,429",8/17,1/3
1671,8,Fall,2012,7,The Odd Life of Timothy Green,BV,"$51,854,875","2,717","$10,822,903","2,598",8/15,1/17
1672,8,Fall,2012,8,The Possession,LGF,"$49,130,154","2,860","$17,732,480","2,816",8/31,11/22
1673,8,Fall,2012,9,Diary of a Wimpy Kid: Dog Days,Fox,"$49,008,662","3,401","$14,623,599","3,391",8/3,12/20
1674,8,Fall,2012,10,Lawless,Wein.,"$37,400,127","3,138","$10,001,982","2,888",8/29,11/29
1675,8,Fall,2012,11,2016 Obama's America,RM,"$33,449,086","2,017","$31,610",1,8/24,10/11
1676,8,Fall,2012,12,Sparkle (2012),TriS,"$24,397,469","2,244","$11,643,342","2,244",8/17,9/30
1677,8,Fall,2012,13,Premium Rush,Sony,"$20,275,446","2,255","$6,030,164","2,255",8/24,10/21
1678,8,Fall,2012,14,Hit and Run,ORF,"$13,749,300","2,870","$4,526,222","2,870",8/22,10/11
1679,8,Fall,2012,15,The Apparition,WB,"$4,936,819",810,"$2,841,488",810,8/24,10/11
1680,8,Fall,2012,16,Nitro Circus the Movie 3D,ArcEnt,"$3,377,618",800,"$1,183,701",800,8/8,10/11
1681,8,Fall,2012,17,Oogieloves In The BIG Balloon Adventure,KVP,"$1,065,907","2,160","$443,901","2,160",8/29,9/20
1682,9,Fall,2012,1,Hotel Transylvania,Sony,"$148,313,048","3,375","$42,522,194","3,349",9/28,2/28
1683,9,Fall,2012,2,Looper,TriS,"$66,486,205","2,993","$20,801,522","2,992",9/28,1/1
1684,9,Fall,2012,3,Resident Evil: Retribution,SGem,"$42,345,531","3,016","$21,052,227","3,012",9/14,11/11
1685,9,Fall,2012,4,Finding Nemo (3D),BV,"$41,128,283","2,904","$16,687,773","2,904",9/14,1/17
1686,9,Fall,2012,5,End of Watch,ORF,"$41,003,371","2,780","$13,152,683","2,730",9/21,1/17
1687,9,Fall,2012,6,Trouble with the Curve,WB,"$35,763,137","3,212","$12,162,040","3,212",9/21,12/13
1688,9,Fall,2012,7,House at the End of The Street,Rela.,"$31,611,916","3,083","$12,287,234","3,083",9/21,12/20
1689,9,Fall,2012,8,The Master,Wein.,"$16,377,274",864,"$736,311",5,9/21,3/14
1690,9,Fall,2012,9,Dredd,LGF,"$13,414,714","2,557","$6,278,491","2,506",9/21,11/1
1691,9,Fall,2012,10,The Words,CBS,"$11,494,838","2,801","$4,750,894","2,801",9/7,10/4
1692,9,Fall,2012,11,Won't Back Down,Fox,"$5,310,554","2,517","$2,603,370","2,515",9/28,11/22
1693,9,Fall,2012,12,The Cold Light of Day,LG/S,"$3,763,583","1,511","$1,831,588","1,511",9/7,10/4
1694,9,Fall,2012,13,Last Ounce of Courage,RM,"$3,329,674","1,407","$1,585,994","1,407",9/14,10/11
1695,10,Fall,2012,1,Taken 2,Fox,"$139,854,287","3,706","$49,514,769","3,661",10/5,2/21
1696,10,Fall,2012,2,Argo,WB,"$136,025,503","3,247","$19,458,109","3,232",10/12,4/24
1697,10,Fall,2012,3,Pitch Perfect,Uni.,"$65,001,093","2,787","$5,149,433",335,10/5,2/14
1698,10,Fall,2012,4,Paranormal Activity 4,Par.,"$53,900,335","3,412","$29,003,866","3,412",10/19,1/3
1699,10,Fall,2012,5,Sinister,LG/S,"$48,086,903","2,542","$18,007,634","2,527",10/12,1/3
1700,10,Fall,2012,6,Here Comes the Boom,Sony,"$45,290,318","3,014","$11,816,596","3,014",10/12,2/18
1701,10,Fall,2012,7,Frankenweenie,BV,"$35,291,068","3,005","$11,412,213","3,005",10/5,2/28
1702,10,Fall,2012,8,Cloud Atlas,WB,"$27,108,272","2,023","$9,612,247","2,008",10/26,1/24
1703,10,Fall,2012,9,Alex Cross,LG/S,"$25,888,412","2,541","$11,396,768","2,539",10/19,1/3
1704,10,Fall,2012,10,The Perks of Being a Wallflower,LG/S,"$17,742,948",745,"$228,359",4,10/12,2/7
1705,10,Fall,2012,11,Silent Hill: Revelation 3D,ORF,"$17,529,157","2,933","$8,023,036","2,933",10/26,12/16
1706,10,Fall,2012,12,Seven Psychopaths,CBS,"$15,024,049","1,480","$4,174,915","1,480",10/12,12/20
1707,10,Fall,2012,13,Fun Size,Par.,"$9,409,538","3,016","$4,101,017","3,014",10/26,12/13
1708,10,Fall,2012,14,Chasing Mavericks,Fox,"$6,002,756","2,030","$2,268,274","2,002",10/26,1/13
1709,10,Fall,2012,15,Atlas Shrugged: Part II,ADC,"$3,336,053","1,012","$1,751,572","1,012",10/12,11/29
1710,11,Winter,2012,1,Skyfall,Sony,"$304,360,277","3,526","$88,364,714","3,505",11/9,3/10
1711,11,Winter,2012,2,The Twilight Saga: Breaking Dawn Part 2,LG/S,"$292,324,737","4,070","$141,067,634","4,070",11/16,3/7
1712,11,Winter,2012,3,Wreck-It Ralph,BV,"$189,422,889","3,752","$49,038,712","3,752",11/2,5/2
1713,11,Winter,2012,4,Lincoln,BV,"$182,207,973","2,293","$944,308",11,11/16,4/25
1714,11,Winter,2012,5,Life of Pi,Fox,"$124,987,023","2,946","$22,451,514","2,927",11/21,7/25
1715,11,Winter,2012,6,Rise of the Guardians,P/DW,"$103,412,758","3,672","$23,773,465","3,653",11/21,4/11
1716,11,Winter,2012,7,Flight,Par.,"$93,772,375","2,638","$24,900,566","1,884",11/2,2/14
1717,11,Winter,2012,8,Red Dawn (2012),FD,"$44,806,783","2,781","$14,276,668","2,724",11/21,2/21
1718,11,Winter,2012,9,The Man with the Iron Fists,Uni.,"$15,634,090","1,872","$7,910,980","1,868",11/2,12/20
1719,11,Winter,2012,10,Killing Them Softly,Wein.,"$15,026,056","2,424","$6,812,900","2,424",11/30,2/21
1720,11,Winter,2012,11,The Collection,LD,"$6,842,058","1,403","$3,104,269","1,403",11/30,12/30
1721,12,Winter,2012,1,The Hobbit: An Unexpected Journey,WB (NL),"$303,003,568","4,100","$84,617,303","4,045",12/14,4/25
1722,12,Winter,2012,2,Django Unchained,Wein.,"$162,805,434","3,012","$30,122,888","3,010",12/25,5/16
1723,12,Winter,2012,3,Les Miserables (2012),Uni.,"$148,809,770","2,927","$27,281,735","2,814",12/25,4/4
1724,12,Winter,2012,4,Silver Linings Playbook,Wein.,"$132,092,958","2,809","$443,003",16,12/25,6/6
1725,12,Winter,2012,5,Jack Reacher,Par.,"$80,070,736","3,352","$15,210,156","3,352",12/21,3/21
1726,12,Winter,2012,6,Parental Guidance,Fox,"$77,267,296","3,368","$14,554,053","3,367",12/25,5/23
1727,12,Winter,2012,7,This Is 40,Uni.,"$67,544,505","2,931","$11,579,175","2,912",12/21,2/28
1728,12,Winter,2012,8,The Guilt Trip,Par.,"$37,134,215","2,431","$5,290,629","2,431",12/19,3/7
1729,12,Winter,2012,9,"Monsters, Inc. (3D)",BV,"$34,043,006","2,618","$4,774,686","2,618",12/19,5/2
1730,12,Winter,2012,10,Playing for Keeps,FD,"$13,102,272","2,840","$5,750,288","2,837",12/7,2/21
1731,12,Winter,2012,11,Cirque Du Soleil: Worlds Away,Par.,"$12,512,862",840,"$2,162,993",840,12/21,2/14
1732,1,Winter,2013,1,Zero Dark Thirty,Sony,"$95,720,716","2,946","$417,150",5,1/11,3/31
1733,1,Winter,2013,2,Mama,Uni.,"$71,628,180","2,781","$28,402,310","2,647",1/18,4/4
1734,1,Winter,2013,3,Hansel and Gretel: Witch Hunters,Par.,"$55,703,475","3,375","$19,690,956","3,372",1/25,4/25
1735,1,Winter,2013,4,Gangster Squad,WB,"$46,000,903","3,103","$17,070,347","3,103",1/11,4/4
1736,1,Winter,2013,5,A Haunted House,ORF,"$40,041,683","2,160","$18,101,682","2,160",1/11,3/3
1737,1,Winter,2013,6,Texas Chainsaw 3D,LGF,"$34,341,945","2,659","$21,744,470","2,654",1/4,2/28
1738,1,Winter,2013,7,Broken City,Fox,"$19,701,164","2,622","$8,268,908","2,620",1/18,4/4
1739,1,Winter,2013,8,The Impossible,LG/S,"$19,019,882",886,"$143,818",15,1/11,4/18
1740,1,Winter,2013,9,Parker,FD,"$17,616,641","2,238","$7,008,222","2,224",1/25,4/4
1741,1,Winter,2013,10,The Last Stand,LGF,"$12,050,299","2,913","$6,281,433","2,913",1/18,2/28
1742,1,Winter,2013,11,Movie 43,Rela.,"$8,840,453","2,023","$4,805,878","2,023",1/25,3/14
1743,1,Winter,2013,12,Promised Land (2012),Focus,"$7,597,898","1,676","$173,915",25,1/4,1/24
1744,2,Spring,2013,1,Identity Thief,Uni.,"$134,506,920","3,230","$34,551,025","3,141",2/8,6/6
1745,2,Spring,2013,2,Safe Haven,Rela.,"$71,349,120","3,223","$21,401,594","3,223",2/14,5/30
1746,2,Spring,2013,3,A Good Day to Die Hard,Fox,"$67,349,198","3,555","$24,834,845","3,553",2/14,5/23
1747,2,Spring,2013,4,Warm Bodies,LG/S,"$66,380,662","3,009","$20,353,967","3,009",2/1,5/9
1748,2,Spring,2013,5,Escape From Planet Earth,Wein.,"$57,012,977","3,353","$15,891,055","3,288",2/15,7/25
1749,2,Spring,2013,6,Snitch,LG/S,"$42,930,462","2,511","$13,167,607","2,511",2/22,5/30
1750,2,Spring,2013,7,Side Effects (2013),ORF,"$32,172,757","2,605","$9,303,145","2,605",2/8,5/16
1751,2,Spring,2013,8,Beautiful Creatures (2013),WB,"$19,452,138","2,950","$7,582,595","2,950",2/14,4/11
1752,2,Spring,2013,9,Dark Skies,W/Dim.,"$17,418,667","2,313","$8,189,166","2,313",2/22,5/23
1753,2,Spring,2013,10,Bullet to the Head,WB,"$9,489,829","2,404","$4,548,201","2,404",2/1,3/14
1754,2,Spring,2013,11,Stand Up Guys,LGF,"$3,310,031",670,"$1,486,390",659,2/1,3/7
1755,3,Spring,2013,1,Oz The Great and Powerful,BV,"$234,911,825","3,912","$79,110,453","3,912",3/8,7/18
1756,3,Spring,2013,2,The Croods,Fox,"$187,168,425","4,065","$43,639,736","4,046",3/22,9/19
1757,3,Spring,2013,3,G.I. Joe: Retaliation,Par.,"$122,523,060","3,734","$40,501,814","3,719",3/28,7/18
1758,3,Spring,2013,4,Olympus Has Fallen,FD,"$98,925,640","3,106","$30,373,794","3,098",3/22,7/11
1759,3,Spring,2013,5,Jack the Giant Slayer,WB (NL),"$65,187,603","3,525","$27,202,226","3,525",3/1,6/13
1760,3,Spring,2013,6,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,"$51,975,354","2,047","$21,641,679","2,047",3/29,5/30
1761,3,Spring,2013,7,The Call,TriS,"$51,872,378","2,507","$17,118,745","2,507",3/15,6/9
1762,3,Spring,2013,8,The Host (2013),ORF,"$26,627,201","3,202","$10,600,112","3,202",3/29,5/30
1763,3,Spring,2013,9,21 and Over,Rela.,"$25,682,380","2,771","$8,754,168","2,771",3/1,5/16
1764,3,Spring,2013,10,The Incredible Burt Wonderstone,WB (NL),"$22,537,881","3,160","$10,177,257","3,160",3/15,5/9
1765,3,Spring,2013,11,Quartet,Wein.,"$18,390,117",725,"$47,122",2,3/1,6/27
1766,3,Spring,2013,12,Admission,Focus,"$18,007,317","2,161","$6,154,984","2,160",3/22,6/6
1767,3,Spring,2013,13,The Last Exorcism Part II,CBS,"$15,179,302","2,700","$7,728,354","2,700",3/1,4/4
1768,3,Spring,2013,14,Spring Breakers,A24,"$14,124,284","1,379","$263,002",3,3/22,6/11
1769,3,Spring,2013,15,Dead Man Down,FD,"$10,895,295","2,188","$5,345,250","2,188",3/8,4/18
1770,3,Spring,2013,16,Phantom (2013),RCR,"$1,034,589","1,118","$508,000","1,118",3/1,3/17
1771,4,Spring,2013,1,42,WB,"$95,020,213","3,405","$27,487,144","3,003",4/12,7/25
1772,4,Spring,2013,2,Oblivion,Uni.,"$89,107,235","3,792","$37,054,485","3,783",4/19,6/27
1773,4,Spring,2013,3,Evil Dead (2013),TriS,"$54,239,856","3,025","$25,775,847","3,025",4/5,6/9
1774,4,Spring,2013,4,Pain and Gain,Par.,"$49,875,291","3,303","$20,244,505","3,277",4/26,8/29
1775,4,Spring,2013,5,Jurassic Park 3D,Uni.,"$45,385,935","2,778","$18,620,145","2,771",4/5,5/23
1776,4,Spring,2013,6,Scary Movie 5,W/Dim.,"$32,015,787","3,402","$14,157,367","3,402",4/12,7/25
1777,4,Spring,2013,7,The Big Wedding,LGF,"$21,819,348","2,633","$7,591,663","2,633",4/26,7/4
1778,4,Spring,2013,8,The Place Beyond the Pines,Focus,"$21,403,519","1,584","$279,457",4,4/19,6/27
1779,4,Spring,2013,9,The Company You Keep,SPC,"$5,133,027",807,"$131,718",5,4/26,8/1
1780,5,Summer,2013,1,Iron Man 3,BV,"$409,013,994","4,253","$174,144,585","4,253",5/3,9/12
1781,5,Summer,2013,2,Fast & Furious 6,Uni.,"$238,679,850","3,771","$97,375,245","3,658",5/24,9/5
1782,5,Summer,2013,3,Star Trek Into Darkness,Par.,"$228,778,661","3,907","$70,165,559","3,868",5/16,9/12
1783,5,Summer,2013,4,The Great Gatsby (2013),WB,"$144,840,419","3,550","$50,085,185","3,535",5/10,8/22
1784,5,Summer,2013,5,Now You See Me,LG/S,"$117,723,989","3,082","$29,350,389","2,925",5/31,9/26
1785,5,Summer,2013,6,The Hangover Part III,WB,"$112,200,072","3,565","$41,671,198","3,555",5/23,8/15
1786,5,Summer,2013,7,Epic,Fox,"$107,518,682","3,894","$33,531,068","3,882",5/24,9/19
1787,5,Summer,2013,8,After Earth,Sony,"$60,522,097","3,401","$27,520,040","3,401",5/31,8/18
1788,5,Summer,2013,9,Mud,RAtt.,"$21,590,086",960,"$2,215,891",363,5/10,9/12
1789,5,Summer,2013,10,Tyler Perry Presents Peeples,LGF,"$9,177,065","2,041","$4,611,534","2,041",5/10,6/13
1790,6,Summer,2013,1,Man of Steel,WB,"$291,045,518","4,207","$116,619,362","4,207",6/14,9/19
1791,6,Summer,2013,2,Monsters University,BV,"$268,492,764","4,004","$82,429,469","4,004",6/21,12/19
1792,6,Summer,2013,3,World War Z,Par.,"$202,359,711","3,607","$66,411,834","3,607",6/21,10/10
1793,6,Summer,2013,4,The Heat,Fox,"$159,582,188","3,184","$39,115,043","3,181",6/28,12/12
1794,6,Summer,2013,5,This is the End,Sony,"$101,470,202","3,055","$20,719,162","3,055",6/12,10/6
1795,6,Summer,2013,6,White House Down,Sony,"$73,103,784","3,222","$24,852,258","3,222",6/28,9/15
1796,6,Summer,2013,7,The Purge,Uni.,"$64,473,115","2,591","$34,058,360","2,536",6/7,8/8
1797,6,Summer,2013,8,The Internship,Fox,"$44,672,764","3,399","$17,325,307","3,366",6/7,9/12
1798,6,Summer,2013,9,Before Midnight,SPC,"$8,114,627",897,"$246,914",5,6/14,11/7
1799,6,Summer,2013,10,The Bling Ring,A24,"$5,845,732",650,"$214,395",5,6/21,9/12
1800,7,Summer,2013,1,Despicable Me 2,Uni.,"$368,061,265","4,003","$83,517,315","3,997",7/3,1/16
1801,7,Summer,2013,2,The Conjuring,WB (NL),"$137,400,141","3,115","$41,855,326","2,903",7/19,10/31
1802,7,Summer,2013,3,Grown Ups 2,Sony,"$133,668,525","3,491","$41,508,572","3,491",7/12,11/17
1803,7,Summer,2013,4,The Wolverine,Fox,"$132,556,852","3,924","$53,113,752","3,924",7/26,12/5
1804,7,Summer,2013,5,Pacific Rim,WB,"$101,802,906","3,285","$37,285,325","3,275",7/12,10/17
1805,7,Summer,2013,6,The Lone Ranger,BV,"$89,302,115","3,904","$29,210,849","3,904",7/3,10/10
1806,7,Summer,2013,7,Turbo,Fox,"$83,028,128","3,809","$21,312,625","3,806",7/17,12/12
1807,7,Summer,2013,8,The Smurfs 2,Sony,"$71,017,784","3,867","$17,548,389","3,866",7/31,11/17
1808,7,Summer,2013,9,Red 2,LG/S,"$53,262,560","3,016","$18,048,422","3,016",7/19,10/17
1809,7,Summer,2013,10,R.I.P.D.,Uni.,"$33,618,855","2,852","$12,691,415","2,852",7/19,9/26
1810,7,Summer,2013,11,Kevin Hart: Let Me Explain,LG/S,"$32,244,051",892,"$10,030,463",876,7/3,8/22
1811,7,Summer,2013,12,"The Way, Way Back",FoxS,"$21,506,546","1,001","$552,788",19,7/26,11/21
1812,7,Summer,2013,13,Fruitvale Station,Wein.,"$16,101,339","1,086","$386,291",7,7/26,10/31
1813,8,Fall,2013,1,We're the Millers,WB (NL),"$150,394,119","3,445","$26,419,396","3,260",8/7,12/5
1814,8,Fall,2013,2,Lee Daniels' The Butler,Wein.,"$116,632,095","3,330","$24,637,312","2,933",8/16,2/13
1815,8,Fall,2013,3,Elysium,TriS,"$93,050,117","3,284","$29,807,393","3,284",8/9,11/24
1816,8,Fall,2013,4,Planes,BV,"$90,288,712","3,716","$22,232,291","3,702",8/9,12/19
1817,8,Fall,2013,5,2 Guns,Uni.,"$75,612,460","3,028","$27,059,130","3,025",8/2,10/24
1818,8,Fall,2013,6,Percy Jackson: Sea of Monsters,Fox,"$68,559,554","3,080","$14,401,054","3,031",8/7,1/30
1819,8,Fall,2013,7,Blue Jasmine,SPC,"$33,405,481","1,283","$612,064",6,8/23,4/3
1820,8,Fall,2013,8,The Mortal Instruments: City of Bones,SGem,"$31,165,421","3,118","$9,336,957","3,118",8/21,10/6
1821,8,Fall,2013,9,One Direction: This is Us,TriS,"$28,873,374","2,735","$15,815,497","2,735",8/30,10/6
1822,8,Fall,2013,10,Kick-Ass 2,Uni.,"$28,795,985","2,945","$13,332,955","2,940",8/16,9/26
1823,8,Fall,2013,11,The World's End,Focus,"$26,004,851","1,553","$8,811,790","1,551",8/23,12/5
1824,8,Fall,2013,12,You're Next,LGF,"$18,494,006","2,437","$7,020,196","2,437",8/23,10/17
1825,8,Fall,2013,13,Jobs,ORF,"$16,131,410","2,381","$6,713,900","2,381",8/16,10/3
1826,8,Fall,2013,14,Getaway (2013),WB,"$10,501,938","2,135","$4,503,892","2,130",8/30,10/3
1827,8,Fall,2013,15,Paranoia,Rela.,"$7,385,015","2,459","$3,528,376","2,459",8/16,10/3
1828,8,Fall,2013,16,The Grandmaster,Wein.,"$6,594,959",804,"$132,617",7,8/30,10/24
1829,8,Fall,2013,17,Closed Circuit,Focus,"$5,750,401",870,"$2,464,931",870,8/28,9/26
1830,9,Fall,2013,1,Cloudy with a Chance of Meatballs 2,Sony,"$119,793,567","4,001","$34,017,930","4,001",9/27,3/16
1831,9,Fall,2013,2,Insidious Chapter 2,FD,"$83,586,447","3,155","$40,272,103","3,049",9/13,12/19
1832,9,Fall,2013,3,Prisoners,WB,"$61,002,302","3,290","$20,817,053","3,260",9/20,12/5
1833,9,Fall,2013,4,Instructions Not Included,LGF,"$44,467,206",978,"$7,846,426",348,9/6,12/12
1834,9,Fall,2013,5,Riddick,Uni.,"$42,025,135","3,117","$19,030,375","3,107",9/6,10/31
1835,9,Fall,2013,6,The Family (2013),Rela.,"$36,918,811","3,091","$14,034,764","3,091",9/13,1/9
1836,9,Fall,2013,7,Rush (2013),Uni.,"$26,947,624","2,308","$187,289",5,9/27,11/21
1837,9,Fall,2013,8,Don Jon,Rela.,"$24,477,704","2,422","$8,677,009","2,422",9/27,1/9
1838,9,Fall,2013,9,Baggage Claim,FoxS,"$21,569,509","2,230","$9,031,102","2,027",9/27,12/19
1839,9,Fall,2013,10,Battle of the Year,SGem,"$8,888,355","2,008","$4,603,177","2,008",9/20,10/20
1840,9,Fall,2013,11,The Spectacular Now,A24,"$6,854,611",770,"$197,415",4,9/13,12/12
1841,10,Fall,2013,1,Gravity,WB,"$274,092,705","3,820","$55,785,112","3,575",10/4,5/8
1842,10,Fall,2013,2,Captain Phillips,Sony,"$107,100,855","3,143","$25,718,314","3,020",10/11,3/2
1843,10,Fall,2013,3,Jackass Presents: Bad Grandpa,Par.,"$102,003,019","3,345","$32,055,177","3,336",10/25,1/23
1844,10,Fall,2013,4,Carrie (2013),SGem,"$35,266,619","3,157","$16,101,552","3,157",10/18,11/24
1845,10,Fall,2013,5,Escape Plan,LG/S,"$25,135,965","2,883","$9,885,732","2,883",10/18,1/16
1846,10,Fall,2013,6,Runner Runner,Fox,"$19,316,646","3,026","$7,706,712","3,026",10/4,12/8
