,month,season,year,rank,movie_title,prodco,total_gross,numtheaters,open_tickets,opentheaters,startdate,enddate
742,10,Fall,2006,5,The Grudge 2,Sony,"$39,143,839","3,214","$20,825,300","3,211",10/13,11/12
743,10,Fall,2006,6,Man of the Year,Uni.,"$37,327,390","2,626","$12,299,380","2,515",10/13,11/30
744,10,Fall,2006,7,Flags of Our Fathers,P/DW,"$33,602,376","2,375","$10,245,190","1,876",10/20,12/14
745,10,Fall,2006,8,Employee of the Month,LGF,"$28,444,855","2,579","$11,407,751","2,579",10/6,11/30
746,10,Fall,2006,9,Flicka,Fox,"$21,000,147","2,877","$7,703,551","2,877",10/20,2/8
747,10,Fall,2006,10,The Marine,Fox,"$18,844,784","2,545","$7,138,774","2,545",10/13,1/25
748,10,Fall,2006,11,Marie Antoinette,Sony,"$15,962,471",870,"$5,361,050",859,10/20,12/3
749,10,Fall,2006,12,One Night with the King,8X,"$13,395,961",909,"$4,120,497",909,10/13,12/7
750,10,Fall,2006,13,Catch a Fire,Focus,"$4,299,773","1,306","$2,026,997","1,305",10/27,11/23
751,11,Winter,2006,1,Happy Feet,WB,"$198,000,317","3,804","$41,533,432","3,804",11/17,5/10
752,11,Winter,2006,2,Casino Royale,Sony,"$167,445,960","3,443","$40,833,156","3,434",11/17,3/18
753,11,Winter,2006,3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fox,"$128,505,958","2,611","$26,455,463",837,11/3,3/25
754,11,Winter,2006,4,The Santa Clause 3: The Escape Clause,BV,"$84,500,122","3,458","$19,504,038","3,458",11/3,2/8
755,11,Winter,2006,5,Flushed Away,P/DW,"$64,665,672","3,707","$18,814,323","3,707",11/3,3/1
756,11,Winter,2006,6,Deja Vu,BV,"$64,038,616","3,108","$20,574,802","3,108",11/22,3/1
757,11,Winter,2006,7,The Queen,Mira.,"$56,441,711","1,850","$122,014",3,11/17,5/17
758,11,Winter,2006,8,Stranger Than Fiction,Sony,"$40,660,952","2,270","$13,411,093","2,264",11/10,-
759,11,Winter,2006,9,Deck the Halls,Fox,"$35,093,569","3,205","$12,001,256","3,205",11/22,2/8
760,11,Winter,2006,10,Babel,ParV,"$34,302,837","1,251","$389,351",7,11/10,3/29
761,11,Winter,2006,11,Bobby,MGM/W,"$11,242,801","1,670","$69,039",2,11/23,-
762,11,Winter,2006,12,The Fountain,WB,"$10,144,010","1,472","$3,768,702","1,472",11/22,2/8
763,11,Winter,2006,13,Tenacious D in: The Pick of Destiny,NL,"$8,334,575","1,919","$3,234,879","1,919",11/22,1/4
764,11,Winter,2006,14,The Return,Rog.,"$7,749,851","1,986","$4,479,621","1,986",11/10,12/14
765,11,Winter,2006,15,A Good Year,Fox,"$7,459,300","2,067","$3,721,526","2,066",11/10,1/25
766,11,Winter,2006,16,For Your Consideration,WIP,"$5,549,923",625,"$372,012",23,11/22,1/25
767,11,Winter,2006,17,Let's Go to Prison,Uni.,"$4,630,045","1,495","$2,220,050","1,495",11/17,12/14
768,11,Winter,2006,18,Harsh Times,MGM,"$3,337,931",956,"$1,968,505",956,11/10,12/14
769,12,Winter,2006,1,Night at the Museum,Fox,"$250,863,268","3,768","$30,433,781","3,685",12/22,6/24
770,12,Winter,2006,2,The Pursuit of Happyness,Sony,"$163,566,459","3,169","$26,541,709","2,852",12/15,3/18
771,12,Winter,2006,3,Dreamgirls,P/DW,"$103,365,956","2,797","$378,950",3,12/25,4/19
772,12,Winter,2006,4,Charlotte's Web (2006),Par.,"$82,985,708","3,745","$11,457,353","3,566",12/15,3/22
773,12,Winter,2006,5,Eragon,Fox,"$75,030,163","3,030","$23,239,907","3,020",12/15,4/8
774,12,Winter,2006,6,Rocky Balboa,MGM,"$70,270,943","3,019","$12,158,168","3,017",12/20,3/29
775,12,Winter,2006,7,The Holiday,Sony,"$63,224,849","2,698","$12,778,913","2,610",12/8,1/28
776,12,Winter,2006,8,The Good Shepherd,Uni.,"$59,952,835","2,250","$9,912,110","2,215",12/22,3/8
777,12,Winter,2006,9,Blood Diamond,WB,"$57,377,916","1,920","$8,648,324","1,910",12/8,4/12
778,12,Winter,2006,10,Apocalypto,BV,"$50,866,635","2,465","$15,005,604","2,465",12/8,3/8
779,12,Winter,2006,11,We Are Marshall,WB,"$43,545,364","2,606","$6,114,264","2,606",12/22,3/8
780,12,Winter,2006,12,The Nativity Story,NL,"$37,629,831","3,083","$7,849,304","3,083",12/1,1/18
781,12,Winter,2006,13,Unaccompanied Minors,WB,"$16,655,224","2,775","$5,815,474","2,775",12/8,3/8
782,12,Winter,2006,14,Black Christmas (2006),MGM/W,"$16,273,581","1,544","$3,723,364","1,544",12/25,-
783,12,Winter,2006,15,Turistas,FoxA,"$7,027,762","1,572","$3,582,554","1,570",12/1,1/25
784,12,Winter,2006,16,National Lampoon's Van Wilder: The Rise of Taj,MGM,"$4,300,645","1,979","$2,313,372","1,979",12/1,-
785,1,Winter,2007,1,Stomp the Yard,SGem,"$61,356,221","2,169","$21,833,312","2,051",1/12,3/18
786,1,Winter,2007,2,Epic Movie,Fox,"$39,739,367","2,840","$18,612,544","2,801",1/26,5/3
787,1,Winter,2007,3,Pan's Labyrinth,PicH,"$37,634,615","1,143","$568,641",17,1/19,6/14
788,1,Winter,2007,4,Freedom Writers,Par.,"$36,605,602","2,286","$9,405,582","1,360",1/5,3/15
789,1,Winter,2007,5,Smokin' Aces,Uni.,"$35,787,686","2,219","$14,638,755","2,218",1/26,3/15
790,1,Winter,2007,6,Children of Men,Uni.,"$35,552,383","1,524","$501,003",16,1/5,3/15
791,1,Winter,2007,7,Notes on a Scandal,FoxS,"$17,510,118",682,"$414,487",22,1/26,5/24
792,1,Winter,2007,8,The Hitcher (2007),Rog.,"$16,472,961","2,836","$7,818,239","2,831",1/19,3/18
793,1,Winter,2007,9,Happily N'Ever After,LGF,"$15,589,393","2,381","$6,608,244","2,381",1/5,2/15
794,1,Winter,2007,10,Catch and Release,Sony,"$15,539,051","1,622","$7,658,898","1,622",1/26,3/18
795,1,Winter,2007,11,Alpha Dog,Uni.,"$15,309,602","1,292","$6,412,775","1,289",1/12,2/22
796,1,Winter,2007,12,Arthur and the Invisibles,MGM/W,"$15,132,763","2,248",N/A,1,1/12,5/10
797,1,Winter,2007,13,Volver,SPC,"$12,899,867",689,"$197,703",5,1/26,5/24
798,1,Winter,2007,14,Primeval,BV,"$10,597,734","2,444","$6,048,315","2,444",1/12,3/8
799,1,Winter,2007,15,Code Name: The Cleaner,NL,"$8,135,024","1,736","$4,244,142","1,736",1/5,2/1
800,1,Winter,2007,16,Curse of the Golden Flower,SPC,"$6,566,773","1,234","$478,771",60,1/12,3/29
801,1,Winter,2007,17,Blood and Chocolate,MGM,"$3,526,847","1,200","$2,074,300","1,200",1/26,3/29
802,2,Spring,2007,1,Ghost Rider,Sony,"$115,802,596","3,620","$45,388,836","3,619",2/16,4/29
803,2,Spring,2007,2,Norbit,P/DW,"$95,673,607","3,145","$34,195,434","3,136",2/9,5/3
804,2,Spring,2007,3,Bridge to Terabithia,BV,"$82,272,442","3,210","$22,564,612","3,139",2/16,6/28
805,2,Spring,2007,4,Music and Lyrics,WB,"$50,572,589","2,955","$13,623,630","2,955",2/14,5/17
806,2,Spring,2007,5,Because I Said So,Uni.,"$42,674,040","2,529","$13,122,865","2,526",2/2,4/5
807,2,Spring,2007,6,The Messengers,SGem,"$35,374,833","2,529","$14,713,321","2,528",2/2,3/18
808,2,Spring,2007,7,The Number 23,NL,"$35,193,167","2,759","$14,602,867","2,759",2/23,3/29
809,2,Spring,2007,8,Breach,Uni.,"$33,231,264","1,505","$10,504,990","1,489",2/16,4/12
810,2,Spring,2007,9,Tyler Perry's Daddy's Little Girls,LGF,"$31,366,978","2,111","$11,210,754","2,111",2/14,3/29
811,2,Spring,2007,10,Hannibal Rising,MGM/W,"$27,670,986","3,003","$13,051,650","3,003",2/9,5/10
812,2,Spring,2007,11,Amazing Grace,IDP,"$21,250,683","1,162","$4,054,542",791,2/23,6/14
813,2,Spring,2007,12,Reno 911!: Miami,Fox,"$20,342,161","2,702","$10,273,477","2,702",2/23,5/3
814,2,Spring,2007,13,Letters from Iwo Jima,WB,"$13,756,082",781,"$89,097",5,2/2,4/26
815,2,Spring,2007,14,The Astronaut Farmer,WB,"$11,003,643","2,155","$4,454,319","2,155",2/23,4/26
816,2,Spring,2007,15,The Abandoned,ADF,"$1,331,137","1,000","$782,000","1,000",2/23,3/8
817,3,Spring,2007,1,300,WB,"$210,614,939","3,280","$70,885,301","3,103",3/9,7/12
818,3,Spring,2007,2,Wild Hogs,BV,"$168,273,550","3,401","$39,699,023","3,287",3/2,8/2
819,3,Spring,2007,3,Blades of Glory,P/DW,"$118,594,548","3,467","$33,014,202","3,372",3/30,7/12
820,3,Spring,2007,4,Meet the Robinsons,BV,"$97,822,171","3,435","$25,123,781","3,413",3/30,9/6
821,3,Spring,2007,5,TMNT,WB,"$54,149,098","3,120","$24,255,205","3,110",3/23,6/21
822,3,Spring,2007,6,Premonition,Sony,"$47,852,604","2,831","$17,558,689","2,831",3/16,4/29
823,3,Spring,2007,7,Shooter,Par.,"$47,003,582","2,806","$14,523,571","2,806",3/23,6/14
824,3,Spring,2007,8,Zodiac,Par.,"$33,080,084","2,379","$13,395,610","2,362",3/2,5/3
825,3,Spring,2007,9,The Last Mimzy,NL,"$21,471,047","3,017","$10,024,819","3,017",3/23,6/14
826,3,Spring,2007,10,The Hills Have Eyes 2,FoxA,"$20,804,166","2,465","$9,686,362","2,447",3/23,6/7
827,3,Spring,2007,11,Reign Over Me,Sony,"$19,661,987","1,747","$7,460,690","1,671",3/23,4/29
828,3,Spring,2007,12,Dead Silence,Uni.,"$16,809,076","1,806","$7,842,725","1,805",3/16,4/19
829,3,Spring,2007,13,I Think I Love My Wife,FoxS,"$12,550,605","1,794","$5,674,802","1,776",3/16,5/31
830,3,Spring,2007,14,Black Snake Moan,ParV,"$9,396,870","1,253","$4,143,199","1,252",3/2,5/24
831,3,Spring,2007,15,Pride,LGF,"$7,057,600","1,518","$3,533,300","1,518",3/23,4/26
832,3,Spring,2007,16,The Lookout,Mira.,"$4,600,585",955,"$2,017,795",955,3/30,5/3
833,3,Spring,2007,17,The Ultimate Gift,BPic,"$3,438,735",816,"$1,241,079",816,3/9,5/20
834,4,Spring,2007,1,Disturbia,P/DW,"$80,209,692","3,132","$22,224,982","2,925",4/13,8/2
835,4,Spring,2007,2,Are We Done Yet?,SonR,"$49,662,533","2,944","$14,262,724","2,877",4/4,7/5
836,4,Spring,2007,3,Fracture,NL,"$39,015,018","2,443","$11,014,657","2,443",4/20,7/26
837,4,Spring,2007,4,The Reaping,WB,"$25,126,214","2,603","$10,025,203","2,603",4/5,6/7
838,4,Spring,2007,5,Grindhouse,W/Dim.,"$25,037,897","2,629","$11,596,613","2,624",4/6,6/21
839,4,Spring,2007,6,Perfect Stranger,SonR,"$23,984,949","2,661","$11,206,163","2,661",4/13,-
840,4,Spring,2007,7,Hot Fuzz,Rog.,"$23,637,265","1,272","$5,848,464",825,4/20,7/26
841,4,Spring,2007,8,The Invisible,BV,"$20,578,909","2,019","$7,717,309","2,019",4/27,7/26
842,4,Spring,2007,9,Vacancy,SGem,"$19,363,565","2,551","$7,603,376","2,551",4/20,-
843,4,Spring,2007,10,Next,Par.,"$18,211,013","2,733","$7,133,049","2,725",4/27,6/21
844,4,Spring,2007,11,Firehouse Dog,Fox,"$13,932,383","2,881","$3,838,916","2,860",4/4,8/2
845,4,Spring,2007,12,In the Land of Women,WB,"$11,052,958","2,155","$4,712,341","2,155",4/20,6/28
846,4,Spring,2007,13,Pathfinder: Legend of the Ghost Warrior,Fox,"$10,232,081","1,756","$5,001,214","1,720",4/13,6/17
847,4,Spring,2007,14,The Condemned,LGF,"$7,371,706","2,310","$3,807,595","2,310",4/27,5/24
848,4,Spring,2007,15,The Hoax,Mira.,"$7,164,995","1,069","$1,449,320",235,4/20,5/31
849,4,Spring,2007,16,Redline,Chic.,"$6,881,022","1,607","$3,962,385","1,607",4/13,5/24
850,4,Spring,2007,17,Aqua Teen Hunger Force Colon Movie Film for Theaters,First,"$5,520,368",877,"$3,005,175",877,4/13,6/14
851,4,Spring,2007,18,Kickin' It Old Skool,YFG,"$4,502,604","1,816","$2,484,624","1,816",4/27,7/12
852,4,Spring,2007,19,Slow Burn,LGF,"$1,237,615","1,163","$778,123","1,163",4/13,4/26
853,5,Summer,2007,1,Spider-Man 3,Sony,"$336,530,303","4,324","$151,116,516","4,252",5/4,8/19
854,5,Summer,2007,2,Shrek the Third,P/DW,"$322,719,944","4,172","$121,629,270","4,122",5/18,8/9
855,5,Summer,2007,3,Pirates of the Caribbean: At World's End,BV,"$309,420,425","4,362","$114,732,820","4,362",5/25,10/4
856,5,Summer,2007,4,28 Weeks Later,FoxA,"$28,638,916","2,305","$9,807,292","2,303",5/11,8/16
857,5,Summer,2007,5,Georgia Rule,Uni.,"$19,103,072","2,531","$6,773,870","2,523",5/11,6/28
858,5,Summer,2007,6,Delta Farce,LGF,"$8,130,530","1,931","$3,420,645","1,931",5/11,6/14
859,5,Summer,2007,7,Bug,LGF,"$7,025,810","1,661","$3,245,556","1,661",5/25,6/21
860,5,Summer,2007,8,Lucky You,WB,"$5,758,950","2,525","$2,710,445","2,525",5/4,7/5
861,5,Summer,2007,9,The Ex,MGM/W,"$3,093,394","1,009","$1,394,229","1,009",5/11,7/12
862,6,Summer,2007,1,Ratatouille,BV,"$206,445,654","3,940","$47,027,395","3,940",6/29,12/13
863,6,Summer,2007,2,Knocked Up,Uni.,"$148,768,917","2,975","$30,690,990","2,871",6/1,-
864,6,Summer,2007,3,Live Free or Die Hard,Fox,"$134,529,403","3,411","$33,369,559","3,408",6/27,11/8
865,6,Summer,2007,4,Fantastic Four: Rise of the Silver Surfer,Fox,"$131,921,738","3,963","$58,051,684","3,959",6/15,10/18
866,6,Summer,2007,5,Ocean's Thirteen,WB,"$117,154,724","3,565","$36,133,403","3,565",6/8,9/20
867,6,Summer,2007,6,Evan Almighty,Uni.,"$100,462,298","3,636","$31,192,615","3,604",6/22,-
868,6,Summer,2007,7,1408,MGM/W,"$71,985,628","2,733","$20,617,667","2,678",6/22,10/11
869,6,Summer,2007,8,Surf's Up,Sony,"$58,867,694","3,531","$17,640,249","3,528",6/8,8/26
870,6,Summer,2007,9,Mr. Brooks,MGM,"$28,549,298","2,453","$10,017,067","2,453",6/1,-
871,6,Summer,2007,10,Nancy Drew,WB,"$25,612,520","2,612","$6,832,318","2,612",6/15,8/30
872,6,Summer,2007,11,Waitress,FoxS,"$19,074,800",707,"$92,034",4,6/1,10/25
873,6,Summer,2007,12,Hostel Part II,LGF,"$17,609,452","2,350","$8,203,391","2,350",6/8,7/5
874,6,Summer,2007,13,Evening,Focus,"$12,492,481",979,"$3,501,971",977,6/29,8/2
875,6,Summer,2007,14,A Mighty Heart,ParV,"$9,176,787","1,355","$3,948,863","1,355",6/22,8/23
876,6,Summer,2007,15,Gracie,PicH,"$2,956,339","1,164","$1,355,904","1,164",6/1,7/26
877,7,Summer,2007,1,Transformers,P/DW,"$319,246,193","4,050","$70,502,384","4,011",7/3,11/8
878,7,Summer,2007,2,Harry Potter and the Order of the Phoenix,WB,"$292,004,738","4,285","$77,108,414","4,285",7/11,12/13
879,7,Summer,2007,3,The Simpsons Movie,Fox,"$183,135,014","3,926","$74,036,787","3,922",7/27,12/20
880,7,Summer,2007,4,I Now Pronounce You Chuck and Larry,Uni.,"$120,059,556","3,501","$34,233,750","3,495",7/20,10/18
881,7,Summer,2007,5,Hairspray (2007),NL,"$118,871,849","3,121","$27,476,745","3,121",7/20,10/25
882,7,Summer,2007,6,License to Wed,WB,"$43,799,818","2,715","$10,422,258","2,604",7/3,10/4
883,7,Summer,2007,7,No Reservations,WB,"$43,107,979","2,425","$11,704,357","2,425",7/27,11/15
884,7,Summer,2007,8,Sicko,LGF,"$24,540,079","1,117","$68,969",1,7/3,10/18
885,7,Summer,2007,9,I Know Who Killed Me,Sony,"$7,498,716","1,320","$3,506,291","1,320",7/27,-
886,7,Summer,2007,10,Who's Your Caddy?,MGM/W,"$5,713,425","1,019","$2,756,661","1,019",7/27,-
887,7,Summer,2007,11,Captivity,ADF,"$2,626,800","1,061","$1,429,100","1,061",7/13,7/29
888,8,Fall,2007,1,The Bourne Ultimatum,Uni.,"$227,471,070","3,701","$69,283,690","3,660",8/3,11/29
889,8,Fall,2007,2,Rush Hour 3,NL,"$140,125,968","3,778","$49,100,158","3,778",8/10,11/15
890,8,Fall,2007,3,Superbad,Sony,"$121,463,226","3,069","$33,052,411","2,948",8/17,10/21
891,8,Fall,2007,4,Halloween (2007),MGM/W,"$58,272,029","3,475","$26,362,367","3,472",8/31,12/13
892,8,Fall,2007,5,Underdog,BV,"$43,760,605","3,013","$11,585,121","3,013",8/3,12/13
893,8,Fall,2007,6,Stardust,Par.,"$38,634,938","2,565","$9,169,779","2,540",8/10,10/25
894,8,Fall,2007,7,Mr. Bean's Holiday,Uni.,"$33,302,167","1,778","$9,889,780","1,714",8/24,10/18
895,8,Fall,2007,8,Balls of Fury,Rog.,"$32,886,940","3,081","$11,352,123","3,052",8/29,11/15
896,8,Fall,2007,9,The Nanny Diaries,MGM/W,"$25,930,652","2,636","$7,480,927","2,629",8/24,11/29
897,8,Fall,2007,10,WAR,LGF,"$22,486,409","2,277","$9,820,089","2,277",8/24,10/4
898,8,Fall,2007,11,Becoming Jane,Mira.,"$18,670,946","1,210","$972,066",100,8/10,10/25
899,8,Fall,2007,12,The Invasion,WB,"$15,074,191","2,776","$5,951,409","2,776",8/17,10/11
900,8,Fall,2007,13,Hot Rod,Par.,"$13,938,332","2,607","$5,310,711","2,607",8/3,9/27
901,8,Fall,2007,14,Daddy Day Camp,SonR,"$13,235,267","2,332","$3,402,678","2,332",8/8,10/14
902,8,Fall,2007,15,BRATZ,LGF,"$10,010,209","1,509","$4,208,455","1,509",8/3,11/1
903,8,Fall,2007,16,Death Sentence,Fox,"$9,534,258","1,823","$4,231,321","1,822",8/31,11/1
904,8,Fall,2007,17,The Last Legion,Wein.,"$5,933,494","2,002","$2,746,312","2,002",8/17,11/1
905,8,Fall,2007,18,Resurrecting the Champ,YFG,"$3,172,573","1,605","$1,667,659","1,605",8/24,10/4
906,8,Fall,2007,19,September Dawn,Slow,"$1,066,555",857,"$601,857",857,8/24,9/9
907,8,Fall,2007,20,Skinwalkers,ADF,"$1,018,965",745,"$553,520",745,8/10,8/26
908,9,Fall,2007,1,The Game Plan,BV,"$90,648,202","3,342","$22,950,971","3,103",9/28,2/18
909,9,Fall,2007,2,3:10 to Yuma (2007),LGF,"$53,606,916","3,006","$14,035,033","2,652",9/7,11/15
910,9,Fall,2007,3,Resident Evil: Extinction,SGem,"$50,648,679","2,848","$23,678,580","2,828",9/21,10/28
911,9,Fall,2007,4,The Kingdom,Uni.,"$47,536,778","2,836","$17,135,055","2,793",9/28,12/31
912,9,Fall,2007,5,The Brave One,WB,"$36,793,804","2,837","$13,471,488","2,755",9/14,11/29
913,9,Fall,2007,6,Good Luck Chuck,LGF,"$35,017,297","2,612","$13,652,001","2,612",9/21,11/15
914,9,Fall,2007,7,Mr. Woodcock,NL,"$25,799,486","2,237","$8,761,369","2,231",9/14,11/15
915,9,Fall,2007,8,Eastern Promises,Focus,"$17,266,000","1,408","$547,092",15,9/21,-
916,9,Fall,2007,9,Shoot 'Em Up,NL,"$12,807,139","2,108","$5,716,554","2,108",9/7,10/21
917,9,Fall,2007,10,Sydney White,Uni.,"$11,892,415","2,106","$5,196,380","2,104",9/21,12/31
918,9,Fall,2007,11,Dragon Wars,Free,"$10,977,721","2,277","$5,041,239","2,277",9/14,10/18
919,9,Fall,2007,12,In the Valley of Elah,WIP,"$6,777,741",978,"$133,557",9,9/28,2/21
920,9,Fall,2007,13,Feast of Love,MGM,"$3,511,074","1,203","$1,707,967","1,200",9/28,-
921,9,Fall,2007,14,The Brothers Solomon,SGem,"$900,926",700,"$508,601",700,9/7,9/23
922,10,Fall,2007,1,Saw IV,LGF,"$63,300,095","3,183","$31,756,764","3,183",10/26,12/13
923,10,Fall,2007,2,Tyler Perry's Why Did I Get Married?,LGF,"$55,204,525","2,034","$21,353,789","2,011",10/12,12/13
924,10,Fall,2007,3,Michael Clayton,WB,"$49,033,882","2,585","$719,910",15,10/12,3/20
925,10,Fall,2007,4,Dan in Real Life,BV,"$47,642,963","1,941","$11,809,445","1,921",10/26,2/10
926,10,Fall,2007,5,30 Days of Night,Sony,"$39,568,996","2,859","$15,951,902","2,855",10/19,11/25
927,10,Fall,2007,6,The Heartbreak Kid,P/DW,"$36,787,257","3,233","$14,022,105","3,229",10/5,12/6
928,10,Fall,2007,7,We Own the Night,Sony,"$28,563,179","2,402","$10,826,287","2,362",10/12,11/11
929,10,Fall,2007,8,Across the Universe,SonR,"$24,343,673",964,"$667,784",23,10/12,12/9
930,10,Fall,2007,9,Gone Baby Gone,Mira.,"$20,300,218","1,713","$5,501,406","1,713",10/19,1/1
931,10,Fall,2007,10,Into the Wild,ParV,"$18,354,356",660,"$212,440",4,10/19,3/27
932,10,Fall,2007,11,Elizabeth: The Golden Age,Uni.,"$16,383,509","2,006","$6,153,075","2,001",10/12,12/31
933,10,Fall,2007,12,The Comebacks,FoxA,"$13,349,927","2,812","$5,554,594","2,812",10/19,12/27
934,10,Fall,2007,13,The Darjeeling Limited,FoxS,"$11,902,715",698,"$134,938",2,10/26,2/28
935,10,Fall,2007,14,Rendition,NL,"$9,736,045","2,250","$4,060,012","2,250",10/19,11/15
936,10,Fall,2007,15,The Seeker: The Dark Is Rising,Fox,"$8,794,452","3,173","$3,745,315","3,141",10/5,12/20
937,10,Fall,2007,16,Feel the Noise,BMG,"$5,898,393","1,020","$3,187,153","1,015",10/5,-
938,10,Fall,2007,17,The Jane Austen Book Club,SPC,"$3,575,227","1,232","$148,549",25,10/5,12/20
939,10,Fall,2007,18,Things We Lost in the Fire,P/DW,"$3,287,315","1,142","$1,561,949","1,142",10/19,11/8
940,10,Fall,2007,19,The Final Season,YFG,"$1,159,691","1,011","$661,049","1,011",10/12,11/29
941,10,Fall,2007,20,The Ten Commandments (2007),RM,"$952,820",830,"$478,910",830,10/19,11/15
942,10,Fall,2007,21,Sarah Landon and the Paranormal Hour,Free,"$858,415","1,121","$586,283","1,121",10/19,11/1
943,11,Winter,2007,1,American Gangster,Uni.,"$130,164,645","3,110","$43,565,115","3,054",11/2,1/31
944,11,Winter,2007,2,Enchanted,BV,"$127,807,262","3,730","$34,440,317","3,730",11/21,3/13
945,11,Winter,2007,3,Bee Movie,P/DW,"$126,631,277","3,984","$38,021,044","3,928",11/2,2/14
946,11,Winter,2007,4,Beowulf,Par.,"$82,280,579","3,249","$27,515,871","3,153",11/16,1/31
947,11,Winter,2007,5,No Country for Old Men,Mira.,"$74,283,625","2,037","$1,226,333",28,11/21,4/10
948,11,Winter,2007,6,Fred Claus,WB,"$72,006,777","3,603","$18,515,473","3,603",11/9,2/14
949,11,Winter,2007,7,This Christmas,SGem,"$49,121,934","1,921","$17,958,183","1,858",11/21,1/6
950,11,Winter,2007,8,Hitman,Fox,"$39,687,694","2,468","$13,180,769","2,458",11/21,3/13
951,11,Winter,2007,9,Mr. Magorium's Wonder Emporium,Fox,"$32,061,555","3,168","$9,630,085","3,164",11/16,3/13
952,11,Winter,2007,10,August Rush,WB,"$31,664,162","2,310","$9,421,369","2,310",11/21,2/28
953,11,Winter,2007,11,The Mist,MGM/W,"$25,594,957","2,423","$8,931,973","2,423",11/21,3/20
954,11,Winter,2007,12,Lions for Lambs,UA,"$15,002,854","2,216","$6,702,434","2,215",11/9,2/7
955,11,Winter,2007,13,Awake,MGM/W,"$14,377,198","2,023","$5,856,872","2,002",11/30,3/6
956,11,Winter,2007,14,Martian Child,NL,"$7,500,310","2,020","$3,376,669","2,020",11/2,12/13
957,11,Winter,2007,15,Love in the Time of Cholera,NL,"$4,607,608",852,"$1,924,860",852,11/16,12/20
958,11,Winter,2007,16,P2,Sum.,"$3,995,018","2,131","$2,083,398","2,131",11/9,12/20
959,12,Winter,2007,1,I Am Legend,WB,"$256,393,010","3,648","$77,211,321","3,606",12/14,4/10
960,12,Winter,2007,2,National Treasure: Book of Secrets,BV,"$219,964,115","3,832","$44,783,772","3,832",12/21,6/19
961,12,Winter,2007,3,Alvin and the Chipmunks,Fox,"$217,326,974","3,499","$44,307,417","3,475",12/14,6/5
962,12,Winter,2007,4,Juno,FoxS,"$143,495,265","2,534","$413,869",7,12/25,6/19
963,12,Winter,2007,5,The Golden Compass,NL,"$70,107,728","3,528","$25,783,232","3,528",12/7,3/6
964,12,Winter,2007,6,Charlie Wilson's War,Uni.,"$66,661,095","2,594","$9,656,250","2,575",12/21,3/6
965,12,Winter,2007,7,P.S. I Love You,WB,"$53,695,808","2,471","$6,481,221","2,454",12/21,3/13
966,12,Winter,2007,8,Sweeney Todd: The Demon Barber of Fleet Street,P/DW,"$52,898,073","1,507","$9,300,805","1,249",12/21,3/20
967,12,Winter,2007,9,Aliens Vs. Predator - Requiem,Fox,"$41,797,066","2,617","$10,059,425","2,611",12/25,3/23
968,12,Winter,2007,10,The Water Horse: Legend of the Deep,SonR,"$40,946,255","2,777","$9,186,054","2,772",12/25,2/10
969,12,Winter,2007,11,The Great Debaters,MGM/W,"$30,236,407","1,290","$6,005,180","1,171",12/25,4/17
970,12,Winter,2007,12,Walk Hard: The Dewey Cox Story,Sony,"$18,317,151","2,650","$4,174,383","2,650",12/21,1/13
971,12,Winter,2007,13,The Perfect Holiday,YFG,"$5,812,781","1,307","$2,283,360","1,307",12/12,2/7
972,1,Winter,2008,1,The Bucket List,WB,"$93,466,502","2,915","$335,837",16,1/11,6/5
973,1,Winter,2008,2,Cloverfield,Par.,"$80,048,433","3,411","$40,058,229","3,411",1/18,4/10
974,1,Winter,2008,3,27 Dresses,Fox,"$76,808,654","3,074","$23,007,725","3,057",1/18,5/29
975,1,Winter,2008,4,Atonement,Focus,"$50,927,067","1,400","$784,145",32,1/11,4/10
976,1,Winter,2008,5,Rambo,LGF,"$42,754,105","2,764","$18,203,876","2,751",1/25,3/27
977,1,Winter,2008,6,There Will Be Blood,ParV,"$40,222,514","1,620","$190,739",2,1/25,5/1
